Nom	FreqN	SourceN	BigramN	Score_etym	ClSem_p	ClSem_h	ClSem_c	ClSem_a	Score_p	Score_h	Score_c	Score_a	SyllN	AccSyllN	AccZal	ClFlex	ClFlexZal	Genre	AllomV	AllomC	Segment	Adjectif	Context	FreqA	Radical	DPhoR	SuffDerA
россия	250468	slave	#р ро ос сс си ия я#	-2.3163420018667766	p	0	0	0	0.4964374489274031	0.2513362707303176	0.2306374832415895	0.2809328315649342	3	ad	a	II	7	f	0	0	0	российский		431267	россиj	cAlv	sk
глава	219971	slave	#г гл ла ав ва а#	1.4012582567734273	0	h	0	0	0.2478621554583933	0.4277436640793979	0.1977770088285962	0.2749981254113386	2	d	d	II	1	f	0	0	0	главный		385082	глав	cLab	n
русь	25149	slave	#р ру ус сь ь#	0.6581762333223982	p	0	0	0	0.4499391936765065	0.4715163026742988	0.3275695957402049	0.4256149168858265	1	d	a	III	8	f	0	mouil	0	русский		364436	рус	cDent	sk
известие	98769	slave	#и из зв ве ес ст ти ие е#	2.099174142470366	0	0	0	a	0.2737384430628903	0.2824725153182322	0.3547496338891185	0.3512627235018778	4	aad	a	I	7	n	0	mouil	supp	известный		263153	извест	cDent	n
москва	227173	slave	#м мо ос ск кв ва а#	1.1335544822567123	p	0	0	0	0.6926535411684656	0.2119187478423276	0.2764210850399037	0.2467592482503581	2	d	b	II	1	f	1	0	0	московский		182116	москов	cLab	sk
совет	94546	slave	#с со ов ве ет т#	0.1157388475603259	0	0	0	a	0.1597216111713286	0.3430003484763656	0.3787262427467867	0.5566161344468015	2	d	a	I	1	m	0	0	0	советский		144464	совет	cDent	sk
обычай	16679	slave	#о об бы ыч ча ай й#	1.1810981552977928	0	0	0	a	0.2830120150765848	0.3969614146444201	0.3648878378095135	0.568741911855448	3	ad	a	I	6	m	0	0	supp	обычный		141843	обыч	cAlv	n
место	539484	slave	#м ме ес ст то о#	-0.0299576699013593	0	0	c	0	0.1962484662793403	0.2152851992174564	0.3567878389130857	0.3079186872092616	2	ad	c	I	1	n	0	0	0	местный		140534	мест	cDent	n
война	157045	slave	#в во ой йн на а#	3.482608195540349	0	0	0	a	0.2817780394853448	0.3400803101534562	0.3148502652455588	0.4522448684795437	2	d	d	II	1	f	0	0	rempl	военный		135460	воен	cDent	n
сбор	43663	slave	#с сб бо ор р#	-0.5558221953337156	0	0	0	a	0.1257819035025895	0.1798310831965765	0.2519540807054384	0.410119475661636	1	d	a	I	1	m	0	0	0	сборный		127837	сбор	cDent	n
финансы	21752	autre	#ф фи ин на ан нс сы ы#	-1.9383892206117683	0	0	0	a	0.2174649180073277	0.318061259228563	0.3072705067894037	0.4165559619114005	3	ad	a	I	1	m	0	0	0	финансовый		121739	финанс	cDent	Ov
лето	89670	slave	#л ле ет то о#	0.3897365205181032	0	0	0	a	0.2257895788888026	0.2074323013690643	0.2420196915371252	0.6069961314936604	2	ad	a	I	1	n	0	0	0	летний		114589	лет	cDent	n
город	483643	slave	#г го ор ро од д#	-0.440582021151948	0	0	c	0	0.4189084811765863	0.2402005117198749	0.4964449483190208	0.288894012845924	2	ad	c	I	1	m	0	0	0	городской		95647	город	cDent	sk
свобода	94592	slave	#с св во об бо од да а#	3.7645139547597193	0	0	0	a	0.2061959009393363	0.319737265572838	0.269262715847543	0.4882952054815524	3	ad	a	II	1	f	0	0	0	свободный		93853	свобод	cDent	n
народ	199926	slave	#н на ар ро од д#	0.5846093489736353	0	0	0	a	0.3191717507294656	0.4768965338563351	0.3328088362514932	0.4667026051902703	2	d	a	I	1	m	0	0	0	народный		75897	народ	cDent	n
различие	16014	slave	#р ра аз зл ли ич чи ие е#	2.8409361283695382	0	0	0	a	0.1765968114691745	0.2796712825667267	0.3812644245553398	0.5027195011979109	4	aad	a	I	7	n	0	0	supp	различный		74739	различ	cAlv	n
длина	25730	slave	#д дл ли ин на а#	0.6762182916863662	0	0	0	a	0.1442947170341017	0.2948007088781489	0.4187251716934991	0.5285617920775583	2	d	d	II	1	f	0	0	0	длинный		72739	длин	cDent	n
француз	30685	autre	#ф фр ра ан нц цу уз з#	-1.5916330934282512	0	h	0	0	0.4758833690263011	0.6292562647048573	0.434794282659482	0.3748127139467335	2	d	a	I	1	m	0	0	0	французский		71577	француз	cDent	sk
север	31061	slave	#с се ев ве ер р#	-0.950273247504157	0	0	c	0	0.3854152648048347	0.2647876055932021	0.821625276223782	0.4100830015757487	2	ad	a	I	1	m	0	0	0	северный		70567	север	cDent	n
способ	74849	slave	#с сп по ос со об б#	1.916598201785094	0	0	0	a	0.1737995355443372	0.3340444186700642	0.476688494586944	0.5572623586506399	2	ad	a	I	1	m	0	0	0	способный		69809	способ	cLab	n
часть	329220	slave	#ч ча ас ст ть ь#	0.1410499094483104	0	0	0	a	0.2645942737955639	0.2382596075507027	0.4108162778711763	0.3585200426858788	1	d	e	III	8	f	0	mouil	0	частный		69686	част	cDent	n
юг	30653	slave	#ю юг г#	-0.2940654665566377	0	0	c	0	0.3751684661193042	0.260191816207359	0.809150237378639	0.3913495819831412	1	d	c	I	3	m	0	palat	0	южный		69286	юж	cAlv	n
основа	52350	slave	#о ос сн но ов ва а#	2.903509614254016	0	0	0	a	0.143070700544175	0.2467970802993943	0.3618740269795998	0.4284372150502481	3	ad	a	II	1	f	0	0	0	основный		67409	основ	cLab	n
запад	33188	slave	#з за ап па ад д#	0.7580292724113202	0	0	c	0	0.369946154420573	0.2444058767256533	0.811578305838865	0.4150498640423999	2	ad	a	I	1	m	0	0	0	западный		61932	запад	cDent	n
явь	1671	slave	#я яв вь ь#	0.1008745599835026	0	0	0	a	0.277538962380232	0.286843854308547	0.3645253520363901	0.4460795568235595	1	d	a	III	8	f	0	mouil	0	явный		59280	яв	cLab	n
конкретика	876	autre	#к ко он нк кр ре ет ти ик ка а#	0.1437794099029345	0	0	0	a	0.2417084118721367	0.2661821921992639	0.3432134770008425	0.4549109736687524	4	aad	a	II	3	f	0	0	supp	конкретный		58909	конкрет	cDent	n
железо	19752	slave	#ж же ел ле ез зо о#	1.2331143311932231	0	0	c	0	0.1691591403850969	0.3305414722091902	0.6790861190730653	0.4135999631073211	3	ad	a	I	1	n	0	0	0	железный		58082	желез	cDent	n
гражданин	43207	slave	#г гр ра аж жд да ан ни ин н#	-1.3544691923062102	0	h	0	0	0.2215590784642158	0.4190098745598415	0.320714942988446	0.3929556831015427	3	d	a	I	1	m	0	0	supp	гражданский		57973	граждан	cDent	sk
англия	26414	autre	#а ан нг гл ли ия я#	-4.426340213762152	p	0	0	0	0.6373702602673404	0.4429807016757451	0.3078894032277776	0.2709010954102169	3	aad	a	II	7	f	0	0	0	английский		56107	англиj	cAlv	sk
случай	386513	slave	#с сл лу уч ча ай й#	0.8454775482468356	0	0	0	a	0.1612665393089375	0.3139093115743716	0.3894138415201242	0.5113851497304729	2	ad	a	I	6	m	0	0	0	случайный		56022	случаj	cAlv	n
абсолют	1569	autre	#а аб бс со ол лю ют т#	-1.554001935864194	0	0	0	a	0.2775184030673553	0.2770101919320115	0.2531022163922788	0.4745112641682231	3	d	a	I	1	m	0	0	0	абсолютный		55633	абсолют	cDent	n
наука	96301	slave	#н на ау ук ка а#	3.757889378824313	0	0	0	a	0.2374277210847216	0.3364542922134767	0.3536547882176264	0.5210242674941844	3	ad	a	II	3	f	0	palat	0	научный		55381	науч	cAlv	n
торг	22304	slave	#т то ор рг г#	-1.04219213042306	0	0	0	a	0.2765553255630323	0.316311297449965	0.4216407231125029	0.3958075006785423	1	d	a	I	3	m	0	0	0	торговый		54522	торг	cVel	Ov
бой	70115	slave	#б бо ой й#	-0.0622228355257362	0	0	0	a	0.3608409480040754	0.4040417311803024	0.4621716254710312	0.5391560883460385	1	d	c	I	6	m	0	0	0	боевой		54329	боj	cAlv	Ov
украина	17427	slave	#у ук кр ра аи ин на а#	1.6062426077339071	p	0	0	0	0.5859470523273751	0.2710481458292197	0.2005312903253941	0.2595499665410599	4	aad	a	II	1	f	0	0	0	украинский		52020	украин	cDent	sk
масса	67642	autre	#м ма ас сс са а#	0.9321858863295798	0	0	0	a	0.1894576626521355	0.2904998551084752	0.4553259983462781	0.4863318334865239	2	ad	a	II	1	f	0	0	0	массовый		51379	масс	cDent	Ov
море	93175	slave	#м мо ор ре е#	0.9763124322110446	0	0	c	0	0.3987919255129561	0.3646062727532199	0.5174808229820906	0.34896147371152	2	ad	c	I	2	n	0	0	0	морской		49339	мор	cDent	sk
успех	88621	slave	#у ус сп пе ех х#	0.3746368760340008	0	0	0	a	0.181364224381493	0.2519379941140069	0.2228869772508938	0.4509823476079013	2	d	a	I	3	m	0	palat	0	успешный		49324	успеш	cAlv	n
женщина	186533	slave	#ж же ен нщ щи ин на а#	2.543171187087701	0	h	0	0	0.2195815519368992	0.5745401354300409	0.3269285344591012	0.350216387728996	3	aad	a	II	1	f	0	0	supp	женский		48320	жен	cDent	sk
область	90063	slave	#о об бл ла ас ст ть ь#	0.9362232669403412	0	0	c	a	0.2796601410582193	0.2004333535896183	0.4288295667639213	0.3466991774911325	2	ad	e	III	8	f	0	0	0	областной		48294	област	cDent	n
ум	82135	slave	#у ум м#	-0.2408772700137779	0	0	0	a	0.2270892701204989	0.3024033481364848	0.371402336237321	0.4737823943020349	1	d	b	I	1	m	0	0	0	умный		46992	ум	cLab	n
ужас	42995	slave	#у уж жа ас с#	0.2993812205658158	0	0	0	a	0.2763449832654924	0.4412652308095811	0.412976387512348	0.6332941703909732	2	ad	a	I	1	m	0	0	0	ужасный		45454	ужас	cDent	n
медицина	9486	autre	#м ме ед ди иц ци ин на а#	0.2841310640980845	0	0	0	a	0.2884999901550823	0.3498287834264948	0.3459546516445791	0.5152974710635781	4	ad	a	II	1	f	0	0	0	медицинский		45366	медицин	cDent	sk
столица	30893	slave	#с ст то ол ли иц ца а#	1.975751135891442	0	0	c	0	0.4212875502979972	0.3105471519697085	0.468460377727998	0.2979872323522338	3	ad	a	II	5	f	0	palat	0	столичный		45315	столич	cAlv	n
восток	52602	slave	#в во ос ст то ок к#	1.50465874810254	0	0	c	0	0.3626619256167577	0.2490632354923881	0.8001244004073218	0.4012624076189166	2	d	a	I	3	m	0	palat	0	восточный		43970	восточ	cAlv	n
китай	55743	slave	#к ки ит та ай й#	-1.7743694285677187	p	0	0	0	0.69808156364085	0.3704776476972204	0.3549260008836473	0.326784283389727	2	d	a	I	6	m	0	0	0	китайский		42828	китаj	cAlv	sk
налог	16178	slave	#н на ал ло ог г#	0.2901041858615387	0	0	0	a	0.193140644828946	0.3549047160049284	0.3434409298971411	0.6200528047490919	2	d	a	I	3	m	0	0	0	налоговый		40948	налог	cVel	Ov
культура	95195	autre	#к ку ул ль ьт ту ур ра а#	0.1291624653981855	0	0	0	a	0.2225548941532726	0.2496507444457775	0.2716251106326562	0.47555411172606	3	ad	a	II	1	f	0	0	0	культурный		39362	культур	cDent	n
мощь	13396	slave	#м мо ощ щь ь#	-0.35557900243451	0	0	0	a	0.2345042746440421	0.2820554731265273	0.312113610609626	0.4437220123324752	1	d	a	III	8	f	0	0	0	мощный		38488	мощ	cAlv	n
семья	166159	slave	#с се ем мь ья я#	-0.4581356799928955	0	0	c	0	0.2350834009988632	0.4363075641454474	0.3065233479888632	0.3955364954656159	2	d	d	II	6	f	1	0	0	семейный		38131	семеj	cAlv	n
село	93481	slave	#с се ел ло о#	1.1962027471325682	0	0	c	0	0.4260615030942664	0.3412080900989011	0.7188271525287491	0.3699058145262078	2	d	d	I	1	n	0	mouil	0	сельский		36340	сел	cDent	sk
учеба	12073	slave	#у уч че еб ба а#	2.2870443476836506	0	0	0	a	0.2478550304687292	0.3526879393697382	0.3726880892928899	0.4498753463029059	3	ad	a	II	1	f	0	0	0	учебный		36290	учеб	cLab	n
верх	22594	slave	#в ве ер рх х#	0.0236123899518272	0	0	c	0	0.1520432252499958	0.2039868284466849	0.3564056291734298	0.2507121790230924	1	d	c	I	3	m	0	0	0	верхний		35853	верх	cVel	n
интерес	71665	autre	#и ин нт те ер ре ес с#	-2.8153115304259435	0	0	0	a	0.1815623732929772	0.2406410432664495	0.2881201959497634	0.479701929735257	3	d	a	I	1	m	0	0	0	интересный		34925	интерес	cDent	n
деньги	320612	autre	#д де ен нь ьг ги и#	0.332427798519308	0	0	c	0	0.2229397139123236	0.3600980229101131	0.4963442509214449	0.5106239811277113	2	ad	e	II	3	f	1	palat	0	денежный		34482	денеж	cAlv	n
выгода	14932	slave	#в вы ыг го од да а#	3.2020786070394927	0	0	0	a	0.190530577563718	0.279103331386734	0.2810895383840662	0.5308568907904931	3	aad	a	II	1	f	0	0	0	выгодный		33914	выгод	cDent	n
угода	2003	slave	#у уг го од да а#	2.413143589668548	0	0	0	a	0.2220302961696014	0.3076241217770893	0.2515916728840268	0.4025345404750274	3	ad	a	II	1	f	0	0	0	угодный		33625	угод	cDent	n
радость	67846	slave	#р ра ад до ос ст ть ь#	0.0478210610252121	0	0	0	a	0.2140653125575837	0.3077865941501634	0.4233447165229521	0.6425490516652891	2	ad	a	III	8	f	0	mouil	0	радостный		33169	радост	cDent	n
транспорт	13867	autre	#т тр ра ан нс сп по ор рт т#	-1.43571166189651	0	0	0	a	0.2412310787776617	0.3324598222320597	0.4036956122227116	0.4058407006332474	2	ad	a	I	1	m	0	0	0	транспортный		33160	транспорт	cDent	n
футбол	70440	autre	#ф фу ут тб бо ол л#	-0.774803812194478	0	0	0	a	0.282568406073889	0.3602891655688348	0.4109767269672248	0.6478418915840989	2	d	a	I	1	m	0	mouil	0	футбольный		32934	футбол	cDent	n
япония	36176	autre	#я яп по он ни ия я#	-1.014674213788597	p	0	0	0	0.6503243255026894	0.2756864278021557	0.3274353706578846	0.2725357717303035	4	aad	a	II	7	f	0	mouil	supp	японский		32300	япон	cDent	sk
британия	1195	autre	#б бр ри ит та ан ни ия я#	-3.6228181194521984	p	0	0	0	0.5818502337649318	0.48849378156379	0.3970219142669035	0.2755604350529277	4	aad	a	II	7	f	0	0	supp	британский		31923	британ	cDent	sk
сосед	35782	slave	#с со ос се ед д#	0.6801087928552778	0	h	0	0	0.2608699236457944	0.4441201144953497	0.3403690003711312	0.3007855627772194	2	d	a	I	1	m	0	0	0	соседний		31440	сосед	cDent	n
мужчина	99383	slave	#м му уж жч чи ин на а#	1.3776199864902692	0	h	0	0	0.1499417605407738	0.5213612142214735	0.2981870567945036	0.334028825915212	3	ad	a	II	1	m	0	0	supp	мужской		31219	муж	cAlv	sk
удача	17274	slave	#у уд да ач ча а#	2.3308405952249647	0	0	0	a	0.1887983849416021	0.249907285149909	0.2514078522168364	0.4904920911529563	3	ad	a	II	4	f	0	0	0	удачный		29988	удач	cAlv	n
царь	67297	autre	#ц ца ар рь ь#	-0.4184506319374605	0	h	0	0	0.4620349057645088	0.6570479923669642	0.382040622473996	0.3862966195756406	1	d	b	I	2	m	0	mouil	0	царский		29847	цар	cDent	sk
электрон	4837	autre	#э эл ле ек кт тр ро он н#	-2.0316325258173022	0	0	c	0	0.2588468489144577	0.2567518142957046	0.7739451552792498	0.5277478429230029	3	d	a	I	1	m	0	0	0	электронный		29626	электрон	cDent	n
лес	100185	slave	#л ле ес с#	0.2732541210093973	0	0	c	0	0.3369038701351315	0.408287144266416	0.658777067050145	0.3825101281952777	1	d	c	I	1	m	0	0	0	лесной		29526	лес	cDent	n
челябинск	1557	autre	#ч че ел ля яб би ин нс ск к#	-0.1106900425642052	p	0	0	0	0.8001054171856923	0.2365184882353854	0.2848313918566518	0.26758225658812	3	ad	a	I	3	m	0	0	inf	челябинский		29384	челябин	cDent	sk
воздух	94129	slave	#в во оз зд ду ух х#	1.836393049142264	0	0	c	0	0.2399141972977298	0.3119364705704557	0.6112192231638687	0.5162053881974258	2	ad	a	I	3	m	0	palat	0	воздушный		29240	воздуш	cAlv	n
природа	77167	slave	#п пр ри ир ро од да а#	2.507274274684601	0	0	0	a	0.2950465818471321	0.2966644833643935	0.429928862787596	0.5288772115041521	3	ad	a	II	1	f	0	0	0	природный		28915	природ	cDent	n
бюджет	87156	autre	#б бю юд дж же ет т#	-1.1301935004945327	0	0	0	a	0.1471816871316838	0.2392027174604117	0.3194083976947711	0.5005759883411195	2	d	a	I	1	m	0	0	0	бюджетный		28800	бюджет	cDent	n
грусть	10076	slave	#г гр ру ус ст ть ь#	-0.435855509450206	0	0	0	a	0.2059672739324878	0.2327274657837684	0.4094405397264776	0.7011499866447559	1	d	a	III	8	f	0	mouil	0	грустный		28655	груст	cDent	n
петербург	77437	autre	#п пе ет те ер рб бу ур рг г#	-1.1370498191416094	p	0	0	0	0.6323484317859833	0.3266954156686951	0.3299129973027888	0.2959418571559721	3	d	a	I	3	m	0	0	0	петербургский		28525	петербург	cVel	sk
президент	45071	autre	#п пр ре ез зи ид де ен нт т#	-0.3982178879187061	0	h	0	0	0.385905498728837	0.4976858718257984	0.2233502631039815	0.3496737238500318	3	d	a	I	1	m	0	0	0	президентский		26805	президент	cDent	sk
школа	176986	autre	#ш шк ко ол ла а#	1.355855428956994	0	0	c	0	0.2302341310003818	0.3259639685972718	0.6001061835407029	0.4309359028251786	2	ad	a	II	1	f	0	mouil	0	школьный		25991	школ	cDent	n
партия	168460	autre	#п па ар рт ти ия я#	-2.42378139653881	0	0	0	a	0.2483043676027791	0.4133768059721968	0.3115424405341079	0.4973581559044518	3	aad	a	II	7	f	0	0	0	партийный		25931	партиj	cAlv	n
опыт	106708	slave	#о оп пы ыт т#	0.0636850008612569	0	0	0	a	0.1830045488147592	0.2683513184027393	0.3144165406053603	0.4989126887554374	2	ad	a	I	1	m	0	0	0	опытный		25880	опыт	cDent	n
право	173869	slave	#п пр ра ав во о#	2.5731573913997385	0	0	0	a	0.1873391502424358	0.307896451030237	0.3044659834854174	0.5287608354940649	2	ad	c	I	1	n	0	0	0	правовой		25050	прав	cLab	Ov
отличие	22349	slave	#о от тл ли ич чи ие е#	3.5647173137683867	0	0	0	a	0.1825374812039926	0.2573805993967712	0.2884156368970435	0.4284700791314217	4	aad	a	I	7	n	0	0	supp	отличный		25017	отлич	cAlv	n
характер	90972	autre	#х ха ар ра ак кт те ер р#	-3.521441449240845	0	0	0	a	0.1535072813305321	0.3196780772351302	0.3878420858883295	0.5267088078905449	3	ad	a	I	1	m	0	0	0	характерный		24908	характер	cDent	n
мрак	11877	slave	#м мр ра ак к#	-0.4526848370141751	0	0	0	a	0.2946298226168169	0.3950633925291427	0.5230266955909408	0.64668977061423	1	d	a	I	3	m	0	palat	0	мрачный		24597	мрач	cAlv	n
польша	15099	autre	#п по ол ль ьш ша а#	3.386902124854592	p	0	0	0	0.6751844088888006	0.3717183562206752	0.2378513963986351	0.3128969468499422	2	ad	a	II	4	f	0	0	supp	польский		24281	пол	cDent	sk
урал	30792	autre	#у ур ра ал л#	-0.5084227476551375	p	0	0	0	0.6014110734051662	0.3064702024438496	0.360241356433208	0.3067027740860404	2	d	a	I	1	m	0	mouil	0	уральский		24132	урал	cDent	sk
ласка	9742	slave	#л ла ас ск ка а#	3.184828033052301	0	0	0	a	0.1800934858926041	0.3177816463815814	0.3726195274626048	0.5071298948783018	2	ad	a	II	3	f	0	0	0	ласковый		23806	ласк	cVel	Ov
газ	25482	autre	#г га аз з#	-0.3283253562721971	0	0	c	0	0.2056525863415478	0.2532731418635839	0.6089446343266312	0.4435513096652036	1	d	a	I	1	m	0	0	0	газовый		23655	газ	cDent	Ov
рынок	270380	autre	#р ры ын но ок к#	1.2859971557263914	0	0	c	a	0.2298223359416983	0.4526851864487679	0.4420261781586526	0.5364187774839164	2	ad	a	I	3	m	1	palat	0	рыночный		22912	рыноч	cAlv	n
старина	9506	slave	#с ст та ар ри ин на а#	-0.1378957501827313	0	0	0	a	0.3063755346854314	0.3124855357691721	0.3261652581792043	0.4614322514756552	3	aad	a	II	1	f	0	0	0	старинный		22846	старин	cDent	n
материал	66361	autre	#м ма ат те ер ри иа ал л#	-4.0898287961667705	0	0	0	a	0.1565429580157956	0.2542396613189758	0.4469363448012157	0.4486723761040804	4	d	a	I	1	m	0	mouil	0	материальный		22641	материал	cDent	n
грузин	3961	autre	#г гр ру уз зи ин н#	-1.4550787112783978	0	h	0	0	0.4389205938330501	0.6579540284946734	0.3499059142063152	0.2689346931710112	2	d	a	I	1	m	0	0	0	грузинский		22553	грузин	cDent	sk
роза	21681	autre	#р ро оз за а#	2.368172276015484	0	0	c	0	0.2683675455977422	0.3915217162432259	0.6253265936478143	0.3457289197881998	2	ad	a	II	1	f	0	0	0	розовый		22538	роз	cDent	Ov
реклама	39003	autre	#р ре ек кл ла ам ма а#	1.0422571859440195	0	0	0	a	0.2727511226560056	0.3867002745472391	0.4711569640512997	0.5554376902152963	3	ad	a	II	1	f	0	0	0	рекламный		22130	реклам	cLab	n
участок	81909	slave	#у уч ча ас ст то ок к#	1.0445093312703264	0	0	c	0	0.3002662734320682	0.2398474204981053	0.5094358461660724	0.4138248767563229	3	ad	a	I	3	m	1	0	0	участковый		22086	участк	cVel	Ov
служба	143374	slave	#с сл лу уж жб ба а#	2.271158912251049	0	0	0	a	0.2120739489832127	0.3735910486853929	0.3571021096191032	0.4119185912160595	2	ad	a	II	1	f	1	0	0	служебный		21799	служеб	cLab	n
церковь	114029	autre	#ц це ер рк ко ов вь ь#	-1.2979376874788522	0	0	c	0	0.3867443492397223	0.4534399046617333	0.6328132327528352	0.4164464805471972	2	ad	e	III	8	f	1	0	0	церковный		20804	церков	cLab	n
ключ	31168	slave	#к кл лю юч ч#	-0.6042878735246351	0	0	c	0	0.1876455873015804	0.3109675483511199	0.4789447028226926	0.4242968559586586	1	d	b	I	4	m	0	0	0	ключевой		20640	ключ	cAlv	Ov
год	1214331	slave	#г го од д#	-0.0002538131549061	0	0	0	a	0.2683193422194593	0.21657475120092	0.2055696756842465	0.2992292615569955	1	d	e	I	1	m	0	0	0	годовой		20519	год	cDent	Ov
смерть	145803	slave	#с см ме ер рт ть ь#	-0.8821969745165916	0	0	0	a	0.3107415257658547	0.3607508680349939	0.340181481712576	0.4757676364227648	1	d	e	III	8	f	0	mouil	0	смертный		20463	смерт	cDent	n
доступ	8154	slave	#д до ос ст ту уп п#	-0.3016575339141982	0	0	0	a	0.1371774883750719	0.2762632602691169	0.3665686641171847	0.4456496070405109	2	ad	a	I	1	m	0	0	0	доступный		20202	доступ	cLab	n
благополучие	9312	slave	#б бл ла аг го оп по ол лу уч чи ие е#	4.014868220506569	0	0	0	a	0.1662476489649998	0.2493817420709191	0.2609938390447258	0.4936135706919348	6	aad	a	I	7	n	0	0	supp	благополучный		19840	благополуч	cAlv	n
истина	36597	slave	#и ис ст ти ин на а#	0.6193058836649428	0	0	0	a	0.3889169828065354	0.3853872750032218	0.3724507491394276	0.5950380603971772	3	aad	a	II	1	f	0	0	0	истинный		19752	истин	cDent	n
молодежь	43583	slave	#м мо ол ло од де еж жь ь#	0.2762035737033843	0	0	0	a	0.2089780937687191	0.4028161204697197	0.2974559726342073	0.3616651686987421	3	d	a	III	8	f	0	0	0	молодежный		19738	молодеж	cAlv	n
несчастье	12470	slave	#н не ес сч ча ас ст ть ье е#	3.715056433662864	0	0	0	a	0.2362031457749861	0.3015008365144648	0.3528787491549251	0.5997389994256463	3	ad	a	I	6	n	1	0	supp	несчастный		19504	несчаст	cDent	n
великолепие	2826	slave	#в ве ел ли ик ко ол ле еп пи ие е#	2.5835763773778258	0	0	0	a	0.326169379688096	0.2967340778378941	0.4233319386865036	0.5268629230253467	6	aad	a	I	7	n	0	0	supp	великолепный		19502	великолеп	cLab	n
атом	10331	autre	#а ат то ом м#	-2.231179542696016	0	0	c	0	0.2724132454001113	0.2599202161665463	0.705895905606169	0.5315298662668475	2	ad	a	I	1	m	0	0	0	атомный		18913	атом	cLab	n
упор	8455	slave	#у уп по ор р#	0.3012650114787508	0	0	0	a	0.1230067265936214	0.2486608619786947	0.3671429305775311	0.3500496301031259	2	d	a	I	1	m	0	0	0	упорный		18852	упор	cDent	n
стыд	11168	slave	#с ст ты ыд д#	0.2528035162147293	0	0	0	a	0.1931143511248804	0.2934741163391657	0.3360544616511224	0.592688371443486	1	d	b	I	1	m	0	0	0	стыдный		18774	стыд	cDent	n
охота	28497	slave	#о ох хо от та а#	2.659949259597239	0	0	0	a	0.2279520946138705	0.442364448800732	0.3815900935111554	0.3471311354756241	3	ad	a	II	1	f	0	0	0	охотный		18716	охот	cDent	n
ночь	190540	slave	#н но оч чь ь#	1.3610338190714757	0	0	0	a	0.2387720674512893	0.3024345699624147	0.4287222064942355	0.6411556059983002	1	d	e	III	8	f	0	0	0	ночной		18695	ноч	cAlv	n
мастер	45566	autre	#м ма ас ст те ер р#	-2.8931237492292565	0	h	0	0	0.2229704825175904	0.4766638168352606	0.3630964691432434	0.3674147146879121	2	ad	c	I	1	m	0	0	0	мастерский		18410	мастер	cDent	sk
пожар	20135	slave	#п по ож жа ар р#	0.8346717516077483	0	0	0	a	0.1898483214198885	0.220386412710903	0.4425991638011425	0.4762284221918832	2	d	a	I	1	m	0	0	0	пожарный		18390	пожар	cDent	n
квадрат	7419	autre	#к кв ва ад др ра ат т#	-2.1364696935355774	0	0	c	0	0.2252086492031574	0.2283074339131132	0.6385081507500646	0.4431841777312389	2	d	a	I	1	m	0	0	0	квадратный		18333	квадрат	cDent	n
автомобиль	34452	autre	#а ав вт то ом мо об би ил ль ь#	-1.8340216231300843	0	0	c	0	0.255507955655184	0.471041960291182	0.6529168394798848	0.424745050930102	4	d	a	I	2	m	0	0	0	автомобильный		18289	автомобил	cDent	n
таможня	3089	slave	#т та ам мо ож жн ня я#	-1.2335254994533935	0	0	c	0	0.2560922227616543	0.3814783834366486	0.418948441546546	0.4328953949981367	3	ad	a	II	2	f	1	0	0	таможенный		18114	таможен	cDent	n
германия	37455	autre	#г ге ер рм ма ан ни ия я#	-4.017430893116508	p	0	0	0	0.6637421419447892	0.2971120626217322	0.2391029711841625	0.2913435796593026	4	aad	a	II	7	f	0	0	supp	германский		18030	герман	cDent	sk
потенциал	6720	autre	#п по от те ен нц ци иа ал л#	0.898906801240642	0	0	0	a	0.1564247263107577	0.2426311204541083	0.3548007860434508	0.512222078004282	4	d	a	I	1	m	0	mouil	0	потенциальный		18021	потенциал	cDent	n
район	55280	autre	#р ра ай йо он н#	-1.0940275598457063	0	0	c	0	0.3788620610392686	0.2347396381273099	0.5575181553439875	0.352889328209378	2	d	a	I	1	m	0	0	0	районный		17963	район	cDent	n
быт	17521	slave	#б бы ыт т#	-0.8377110210376185	0	0	0	a	0.2036733968647132	0.2753484916383881	0.3507954860661298	0.4973223625480549	1	d	a	I	1	m	0	0	0	бытовой		17882	быт	cDent	Ov
публика	37464	autre	#п пу уб бл ли ик ка а#	3.355667225132784	0	0	0	a	0.2750593471995545	0.4089528429852552	0.3955275645008065	0.4269317616204955	3	aad	a	II	3	f	0	palat	0	публичный		17782	публич	cAlv	n
голова	298793	slave	#г го ол ло ов ва а#	1.8516224499756528	0	0	c	0	0.1902192569320344	0.3254851996156606	0.5516032559631548	0.3481240886120813	3	d	f	II	1	f	0	0	0	головной		17750	голов	cLab	n
обида	19527	slave	#о об би ид да а#	2.421992718289674	0	0	0	a	0.1988341570913439	0.2961184843255314	0.3045163485151084	0.5723063578468828	3	ad	a	II	1	f	0	0	0	обидный		17588	обид	cDent	n
ленинград	19826	slave	#л ле ен ни ин нг гр ра ад д#	0.3061732175387577	p	0	0	0	0.6256552921477502	0.2622588007658841	0.2645724706061078	0.271047948384819	3	d	a	I	1	m	0	0	0	ленинградский		17392	ленинград	cDent	sk
печаль	10686	slave	#п пе еч ча ал ль ь#	0.4145477593341723	0	0	0	a	0.2381720119902857	0.300103595330463	0.4323196749118405	0.7789744771054056	2	d	a	III	8	f	0	0	0	печальный		17329	печал	cDent	n
